Force(Tons)	Pressure(MPa)	Density(g/cm^3)	Err
3.5	49.5148711841452	7.08833333333333	0.303057017004318
4.5	63.6619772367581	6.82833333333333	0.278818140650058
5.5	77.8090832893711	7.19166666666667	0.188959137264001
6.5	91.956189341984	7.20333333333333	0.160277537068951
7.2	101.859163578813	7.04666666666667	0.00997775303139719
8.1	114.591559026165	6.96	0.327702100491691
9	127.323954473516	6.87766666666667	0.0286627904356076
9.9	140.056349920868	6.80266666666667	0.0155205956357639
